YEAR,MONTH,DAY,PRIMARY_MAGNITUDE,COUNTRY,LATITUDE,LONGITUDE,INTENSITY_SOLOVIEV
1975,5,26,7.7,ATLANTIC OCEAN,35.997,-17.649,
1975,6,10,7,RUSSIA,43.024,147.734,2
1975,7,20,7.9,PAPUA NEW GUINEA,-6.59,155.054,1
1975,10,31,7.6,PHILIPPINES,12.54,125.993,-1.5
1975,11,29,7.7,USA,19.451,-155.033,3
1975,12,26,7.8,SAMOA,-16.265,-172.467,
1976,1,14,8,NEW ZEALAND,-28.427,-177.657,
1976,1,21,7,RUSSIA,44.915,149.123,-2.5
1976,2,4,7.5,GUATEMALA,15.324,-89.101,
1976,8,16,8,PHILIPPINES,6.292,124.09,2.5
1977,4,2,7.6,SAMOA,-16.696,-172.095,-2
1977,4,20,6.8,SOLOMON ISLANDS,-9.828,163.323,-1
1977,4,20,7.6,SOLOMON ISLANDS,-9.89,160.348,
1977,4,21,8.1,SOLOMON ISLANDS,-9.965,160.731,-1.5
1977,6,22,7.2,TONGA,-22.878,-175.9,
1977,8,19,8,INDONESIA,-11.085,118.464,3
1977,8,20,5.5,PAPUA NEW GUINEA,-1.1,146.2,
1977,8,28,5.5,PAPUA NEW GUINEA,-1.081,146.23,-0.5
1977,10,10,7.2,TONGA,-25.856,-175.406,-3
1978,1,14,6.6,JAPAN,34.809,139.259,
1978,3,22,6.7,RUSSIA,44.026,149.002,-2.5
1978,3,22,6.6,RUSSIA,44.14,149.029,-3
1978,3,23,6.8,RUSSIA,44.209,148.971,-1.5
1978,3,23,7.5,RUSSIA,44.932,148.439,0
1978,3,24,7.6,RUSSIA,44.244,148.862,0
1978,6,12,7.7,JAPAN,38.19,142.03,0.5
1978,6,12,,INDIA,,,
1978,6,14,6.9,PHILIPPINES,8.249,122.403,
1978,6,20,6.4,GREECE,40.739,23.229,2
1978,6,21,,ITALY,42,16,4
1978,7,23,7.4,TAIWAN,22.282,121.512,-1
1978,8,14,4.4,SPAIN,36.37,-6.98,1
1978,10,10,,NEW ZEALAND,-43.08,172.97,
1978,11,29,7.8,MEXICO,16.01,-96.591,
1979,2,20,6.4,JAPAN,40.232,143.703,
1979,2,28,7.5,USA,60.691,-141.671,
1979,3,14,7.6,MEXICO,17.813,-101.276,
1979,4,9,5.3,SERBIA AND MONTENEGRO,41.956,19.023,
1979,4,15,6.9,SERBIA AND MONTENEGRO,42.096,19.209,1
1979,5,15,5.6,GREECE,34.53,24.437,1
1979,7,18,,INDONESIA,-8.6,123.5,
1979,8,9,,INDONESIA,-8.5,123.5,
1979,9,3,5,VENEZUELA,11.517,-69.5,
1979,9,12,7.9,INDONESIA,-1.679,136.04,
1979,10,6,,NORWAY,65.117,12.333,3
1979,10,16,,FRANCE,43.7,7.25,
1979,11,16,6.9,FIJI,-16.76,179.984,
1979,12,12,7.7,COLOMBIA,1.598,-79.358,2.5
1980,1,1,7.2,PORTUGAL,38.815,-27.78,1
1980,2,23,7,RUSSIA,43.53,146.753,-2
1980,5,18,,USA,46.2,-122.18,
1980,6,29,6.2,JAPAN,34.808,139.181,
1980,7,17,7.9,SOLOMON ISLANDS,-12.525,165.916,
1980,10,10,7.7,ALGERIA,36.195,1.354,2
1981,1,18,6.9,JAPAN,38.64,142.75,
1981,2,24,6.7,GREECE,38.222,22.934,3
1981,3,4,6.4,GREECE,38.209,23.288,
1981,5,11,,SOUTH AFRICA,-35.616,20.267,
1981,5,25,7.6,NEW ZEALAND,-48.786,164.357,
1981,9,1,7.7,SAMOA,-14.96,-173.085,-2
1981,10,25,7.3,MEXICO,18.084,-102.084,
1982,1,11,7.1,PHILIPPINES,13.752,124.358,
1982,2,24,5.4,INDONESIA,4.374,97.755,
1982,3,11,6.6,INDONESIA,-9.265,118.479,
1982,3,21,6.9,JAPAN,42.158,142.361,
1982,7,23,7.2,JAPAN,36.194,141.702,-1
1982,12,19,7.5,TONGA,-24.133,-175.864,
1982,12,25,6,INDONESIA,-8.405,123.08,
1982,12,28,6.4,JAPAN,33.826,139.434,-1
1983,1,17,7.2,GREECE,38.026,20.228,
1983,3,12,6.9,INDONESIA,-4.056,127.924,1.5
1983,3,18,7.9,PAPUA NEW GUINEA,-4.883,153.581,
1983,5,26,7.8,JAPAN,40.462,139.102,2
1983,6,9,5.9,JAPAN,40.249,138.948,
1983,6,21,6.9,JAPAN,41.346,139.099,
1983,8,6,7,GREECE,40.142,24.766,2
1983,8,17,7.1,RUSSIA,55.867,161.287,
1983,8,17,6.6,PHILIPPINES,18.231,120.86,
1983,8,17,,INDONESIA,-8.54,123.59,
1983,8,18,,NORWAY,61.233,7.717,4
1983,10,4,7.7,CHILE,-26.535,-70.563,0.2
1983,11,30,7.7,UK TERRITORY,-6.852,72.11,
1984,1,8,6.8,INDONESIA,-2.823,118.806,
1984,2,11,5.4,GREECE,38.396,22.094,3
1984,3,24,7.2,RUSSIA,44.117,148.192,-2
1984,6,13,5.5,JAPAN,31.448,140.036,
1984,8,6,7,JAPAN,32.386,131.945,
1984,9,18,6.9,JAPAN,34.006,141.5,
1984,12,28,6.8,RUSSIA,56.194,163.46,
1985,3,3,8,CHILE,-33.132,-71.708,
1985,3,16,6.4,GUADELOUPE (FRENCH TERRITORY),17.013,-62.448,
1985,4,13,6.2,INDONESIA,-9.245,114.185,
1985,7,3,7.3,PAPUA NEW GUINEA,-4.439,152.828,
1985,9,19,8,MEXICO,18.19,-102.533,
1985,9,21,7.6,MEXICO,17.802,-101.647,
1986,5,7,8,USA,51.52,-174.776,
1986,5,17,6.4,USA,52.327,-174.504,
1986,10,20,7.8,NEW ZEALAND,-28.117,-176.367,
1986,11,14,7.8,TAIWAN,23.901,121.574,
1987,2,6,6.7,JAPAN,36.988,141.689,
1987,2,8,7.4,PAPUA NEW GUINEA,-6.088,147.689,
1987,2,21,,NORWAY,62.2,6.65,2
1987,3,5,7.6,CHILE,-24.388,-70.161,
1987,3,18,6.7,JAPAN,32.034,131.837,
1987,3,24,5.1,JAPAN,37.447,137.865,
1987,5,20,,NEW ZEALAND,-45.46,167.15,
1987,6,18,6.3,SOLOMON ISLANDS,-10.717,162.33,
1987,7,6,6.7,VANUATU,-14.074,167.828,
1987,10,6,7.3,TONGA,-17.94,-172.225,
1987,10,12,7,PAPUA NEW GUINEA,-7.288,154.371,
1987,10,16,7.4,PAPUA NEW GUINEA,-6.266,149.06,
1987,11,17,7.2,USA,58.586,-143.27,
1987,11,26,6.6,INDONESIA,-8.247,124.155,
1987,11,30,7.9,USA,58.679,-142.786,
1988,2,5,7.2,CHILE,-24.753,-70.433,
1988,3,6,7.8,USA,57.262,-142.747,
1988,4,20,,ITALY,38.4,14.967,
1988,4,30,,USA,,,
1988,6,24,5.4,PHILIPPINES,18.606,121.013,
1988,7,5,6.8,PAPUA NEW GUINEA,-5.964,148.78,
1988,8,6,7.2,BANGLADESH,25.149,95.127,
1988,8,10,7.6,SOLOMON ISLANDS,-10.258,160.896,
1989,5,23,8.1,AUSTRALIA,-52.341,160.568,
1989,6,26,6.5,USA,19.362,-155.083,
1989,9,4,7.1,USA,55.543,-156.835,
1989,10,18,6.9,USA,37.036,-121.883,
1989,10,29,6.5,JAPAN,39.571,143.333,
1989,10,29,5.9,ALGERIA,36.788,2.448,
1989,11,1,4.4,USA TERRITORY,18.986,-68.833,
1989,11,1,7.4,JAPAN,39.837,142.76,
1990,2,8,6.6,PHILIPPINES,9.755,124.694,
1990,2,20,6.4,JAPAN,34.706,139.252,
1990,3,25,7,COSTA RICA,9.919,-84.808,
1990,4,5,7.5,USA TERRITORY,15.125,147.596,
1990,5,,,PHILIPPINES,7,126,
1990,9,23,6.5,JAPAN,33.267,138.643,
1990,12,13,5.3,ITALY,37.3,15.438,
1990,12,13,6.3,TAIWAN,23.722,121.627,
1991,1,4,,GREECE,37.7,26.3,
1991,2,9,6.9,SOLOMON ISLANDS,-9.929,159.139,
1991,2,16,5.7,RUSSIA,48.268,154.328,
1991,2,21,6.7,USA,58.427,-175.45,
1991,4,22,7.6,COSTA RICA,9.685,-83.073,
1991,5,7,,GREECE,37.133,26.833,
1991,10,14,7.2,SOLOMON ISLANDS,-9.094,158.442,-2.5
1991,12,22,7.6,RUSSIA,45.533,151.021,0.5
1992,1,5,3.7,CHINA,18,108,
1992,4,25,7.2,USA,40.368,-124.316,0.5
1992,5,17,7.3,PHILIPPINES,7.191,126.762,
1992,5,27,7.1,SOLOMON ISLANDS,-11.122,165.239,
1992,7,3,,USA,,,
1992,7,18,7,JAPAN,39.419,143.33,-0.5
1992,8,11,6.3,JAPAN,32.536,141.641,
1992,9,2,7.7,NICARAGUA,11.727,-87.386,2.8
1992,12,12,7.8,INDONESIA,-8.48,121.896,2.7
1993,2,7,6.3,JAPAN,37.634,137.245,-0.5
1993,3,12,6.4,WALLIS AND FUTUNA (FRENCH TERRITORY),-14.385,-178.252,
1993,6,8,7.5,RUSSIA,51.218,157.829,-0.5
1993,6,18,6.6,NEW ZEALAND,-28.886,-176.819,
1993,7,12,7.7,JAPAN,42.851,139.197,3.1
1993,8,7,6.3,JAPAN,41.985,139.839,
1993,8,8,7.8,USA TERRITORY,12.982,144.801,
1993,11,13,7,RUSSIA,51.934,158.647,-3
1994,1,4,,USA,44.4,-67.97,
1994,1,17,6.7,USA,34.213,-118.537,-3
1994,1,21,7,INDONESIA,1.015,127.733,1.5
1994,2,15,6.9,INDONESIA,-4.967,104.302,
1994,4,8,6.4,JAPAN,40.608,143.683,-1.5
1994,4,28,,NORWAY,61.267,6.583,4
1994,5,24,6.5,TAIWAN,23.959,122.448,
1994,6,2,7.8,INDONESIA,-10.477,112.835,2.5
1994,6,3,6.6,INDONESIA,-10.362,112.892,
1994,6,4,6.5,INDONESIA,-10.777,113.366,
1994,6,5,6.1,INDONESIA,-10.341,113.369,
1994,9,1,7,USA,40.402,-125.68,-3
1994,9,19,,PAPUA NEW GUINEA,-4.238,152.214,
1994,10,4,8.3,RUSSIA,43.773,147.321,2.6
1994,10,8,6.8,INDONESIA,-1.258,127.98,1.5
1994,10,9,7.3,RUSSIA,43.905,147.916,-3
1994,11,4,,USA,59.5,-135.3,2.5
1994,11,14,7.1,PHILIPPINES,13.525,121.067,2.1
1994,12,28,7.8,JAPAN,40.525,143.419,
1995,1,16,6.9,JAPAN,34.583,135.018,-2
1995,4,7,7.4,SAMOA,-15.199,-173.529,-1.5
1995,4,21,7.2,PHILIPPINES,12.059,125.58,-2
1995,4,21,6.8,PHILIPPINES,12.047,125.92,-2
1995,5,13,6.6,GREECE,40.149,21.695,
1995,5,14,6.9,INDONESIA,-8.452,125.049,1.5
1995,5,16,7.7,NEW CALEDONIA,-23.008,169.9,-2
1995,5,27,7.1,RUSSIA,52.629,142.827,-2
1995,6,15,6.5,GREECE,38.401,22.283,3
1995,7,30,8,CHILE,-23.34,-70.294,1.5
1995,8,16,7.7,PAPUA NEW GUINEA,-5.799,154.178,-1.5
1995,9,14,7.4,MEXICO,16.779,-98.597,-1
1995,10,9,8,MEXICO,19.055,-104.205,2.5
1995,10,18,7.1,JAPAN,27.929,130.175,1.5
1995,10,19,6.8,JAPAN,28.094,130.148,0.5
1995,11,1,6.7,CHILE,-28.906,-71.417,-3
1995,11,22,7.2,EGYPT,28.826,34.799,
1995,12,3,7.9,RUSSIA,44.663,149.3,0.5
1996,1,1,7.9,INDONESIA,0.729,119.931,1.8
1996,1,1,,GREECE,38.367,22.083,2
1996,1,2,,RUSSIA,54.05,159.43,
1996,2,17,8.2,INDONESIA,-0.891,136.952,1.8
1996,2,21,7.5,PERU,-9.593,-79.587,1.9
1996,2,25,7.1,MEXICO,15.978,-98.07,-3
1996,4,24,,SWITZERLAND,46.73,7.97,
1996,6,10,7.9,USA,51.564,-177.632,0.5
1996,6,10,7.3,USA,51.478,-176.847,-1.5
1996,9,4,5.7,JAPAN,31.555,139.931,-2
1996,9,5,6.9,CHILE,-22.118,-113.436,-2.5
1996,9,5,6.8,TAIWAN,21.898,121.498,
1996,10,18,6.6,JAPAN,30.568,131.093,-2.5
1996,10,19,6.7,JAPAN,31.885,131.468,0.5
1996,11,12,7.7,PERU,-14.993,-75.675,-1
1996,12,2,6.7,JAPAN,31.789,131.314,-2
1997,4,10,,HONDURAS,13.1,-87.6,
1997,4,18,,AUSTRALIA,,,
1997,4,21,7.7,SOLOMON ISLANDS,-12.584,166.676,-2
1997,7,9,7,VENEZUELA,10.598,-63.486,
1997,9,30,6.2,JAPAN,31.959,141.878,
1997,10,14,7.7,TONGA,-22.1,-176.77,
1997,12,5,7.8,RUSSIA,54.841,162.035,0.5
1997,12,14,,RUSSIA,54.841,162.035,2
1997,12,26,,MONTSERRAT,16.72,-62.18,
1998,3,19,,NORWAY,61.183,5.267,4
1998,3,25,8.1,ANTARCTICA,-62.877,149.527,
1998,5,3,7.5,TAIWAN,22.306,125.308,
1998,7,17,7,PAPUA NEW GUINEA,-2.943,142.582,
1998,11,29,7.7,INDONESIA,-2.071,124.891,
1999,1,20,,MONTSERRAT,16.722,-62.18,
1999,8,17,7.6,TURKEY,40.76,29.97,
1999,9,13,,FRENCH POLYNESIA,-10.52,-138.67,
1999,11,26,7.5,VANUATU,-16.423,168.214,
2000,1,26,,PHILIPPINES,5.1,120.15,
2000,4,5,5.5,GREECE,34.22,25.69,
2000,5,4,7.6,INDONESIA,-1.105,123.573,
2000,6,18,7.9,AUSTRALIA,-13.802,97.453,
2000,7,1,6.1,JAPAN,34.221,139.131,
2000,7,15,6.1,JAPAN,34.319,139.26,
2000,7,30,6.5,JAPAN,33.901,139.376,
2000,11,4,,USA,34.5,-120.65,
2000,11,16,8,PAPUA NEW GUINEA,-3.98,152.169,
2000,11,21,,GREENLAND,70.25,-52.75,
2001,1,13,7.7,EL SALVADOR,13.049,-88.66,
2001,6,23,8.4,PERU,-16.265,-73.641,
2001,10,12,6.1,CANADA,52.63,-132.2,
2001,12,18,6.8,TAIWAN,23.954,122.734,
2002,1,2,7.2,VANUATU,-17.6,167.856,-4.14
2002,3,5,7.5,PHILIPPINES,6.033,124.249,
2002,3,26,6.4,JAPAN,23.346,124.09,
2002,3,31,7.1,TAIWAN,24.279,122.179,
2002,9,8,7.6,PAPUA NEW GUINEA,-3.302,142.945,1.08
2002,9,13,6.5,INDIA,13.036,93.068,
2002,10,10,7.6,INDONESIA,-1.757,134.297,2.82
2002,11,4,,NEW ZEALAND,-44.7,169.2,
2002,12,30,,ITALY,38.789,15.213,5
2003,1,20,7.3,SOLOMON ISLANDS,-10.491,160.77,
2003,1,22,7.5,MEXICO,18.77,-104.104,0.5
2003,5,21,6.8,ALGERIA,36.964,3.634,1.5
2003,5,27,5.7,ALGERIA,36.939,3.578,
2003,7,12,,MONTSERRAT,16.722,-62.18,
2003,8,21,7.2,NEW ZEALAND,-45.104,167.144,
2003,9,25,8.3,JAPAN,41.815,143.91,
2003,10,31,7,JAPAN,37.812,142.619,
2003,11,17,7.8,USA,51.146,178.65,
2003,12,27,6.1,NEW CALEDONIA,-22.107,169.35,
2004,1,28,6.7,INDONESIA,-3.12,127.4,
2004,2,11,5.3,JORDAN,31.675,35.551,
2004,9,5,7.2,JAPAN,33.07,136.618,
2004,9,5,7.4,JAPAN,33.184,137.071,
2004,11,2,6.6,CANADA,49.277,-128.772,
2004,11,11,7.5,INDONESIA,-8.152,124.868,
2004,11,21,6.3,GUADELOUPE (FRENCH TERRITORY),15.679,-61.706,
2004,11,22,7.1,NEW ZEALAND,-46.676,164.721,
2004,11,28,7,JAPAN,43.006,145.119,
2004,12,23,8.1,AUSTRALIA,-49.312,161.345,
2004,12,26,9.1,INDONESIA,3.316,95.854,
2005,1,19,6.6,JAPAN,34.064,141.491,
2005,2,14,5.8,GUADELOUPE (FRENCH TERRITORY),15.775,-61.744,
2005,3,28,8.7,INDONESIA,2.085,97.108,
2005,4,10,6.7,INDONESIA,-1.644,99.607,
2005,6,15,7.2,USA,41.301,-125.97,
2005,8,16,7.2,JAPAN,38.276,142.039,
2005,11,14,7,JAPAN,38.107,144.896,
2005,12,9,,CANADA,,,
2006,1,16,,USA,,,
2006,3,14,6.7,INDONESIA,-3.595,127.214,
2006,5,3,8,TONGA,-20.187,-174.123,
2006,5,20,,MONTSERRAT,16.722,-62.18,
2006,7,17,7.7,INDONESIA,-9.254,107.411,
2006,9,28,6.9,SAMOA,-16.592,-172.033,
2006,10,15,6.7,USA,19.878,-155.935,
2006,11,15,8.3,RUSSIA,46.592,153.266,
2006,12,26,7,CHINA,21.799,120.547,
2007,1,13,8.1,RUSSIA,46.243,154.524,
2007,3,25,7.1,VANUATU,-20.617,169.357,
2007,3,25,6.7,JAPAN,37.336,136.588,
2007,4,1,8.1,SOLOMON ISLANDS,-8.46,157.044,
2007,4,21,6.2,CHILE,-45.285,-72.606,
2007,5,7,,BULGARIA,43,29,
2007,7,16,6.6,JAPAN,37.57,138.478,
2007,8,2,6.2,RUSSIA,47.116,141.798,
2007,8,2,6.7,USA,51.307,-179.971,
2007,8,15,8,PERU,-13.386,-76.603,
2007,9,2,7.2,SOLOMON ISLANDS,-11.61,165.762,
2007,9,12,8.4,INDONESIA,-4.438,101.367,
2007,9,30,7.4,NEW ZEALAND,-49.418,163.954,
2007,11,14,7.7,CHILE,-22.247,-69.89,
2007,11,29,7.4,MARTINIQUE (FRENCH TERRITORY),14.944,-61.274,
2007,12,3,,CANADA,49.475,-121.847,
2007,12,9,7.8,KERMADEC ISLANDS,-25.996,-177.514,
2008,2,25,6.5,INDONESIA,-2.486,99.972,
2008,4,9,7.3,NEW CALEDONIA,-20.071,168.892,
2008,4,28,6.4,VANUATU,-19.941,168.953,
2008,5,12,7.9,CHINA,31.002,103.322,
2008,7,19,6.9,JAPAN,37.552,142.214,
2008,8,8,,USA,52.18,-175.5,
2008,8,26,5,ATLANTIC OCEAN,-52.533,26.417,
2008,9,11,6.8,JAPAN,41.892,143.754,
2008,10,28,,USA,43.8,-69.7,
2008,11,16,7.3,INDONESIA,1.271,122.091,
2009,1,3,7.6,INDONESIA,-0.414,132.885,
2009,1,3,7.3,INDONESIA,-0.691,133.305,
2009,1,15,7.4,RUSSIA,46.857,155.154,
2009,2,11,7.2,INDONESIA,3.884,126.397,
2009,3,19,7.6,TONGA,-23.046,-174.659,
2009,5,28,7.3,HONDURAS,16.72,-86.236,
2009,7,15,7.8,NEW ZEALAND,-45.762,166.562,
2009,8,10,7.5,INDIA,14.099,92.888,
2009,8,10,6.4,JAPAN,34.743,138.264,
2009,8,16,6.7,INDONESIA,-1.479,99.49,
2009,8,25,,USA,,,
2009,9,29,8.1,SAMOA,-15.489,-172.095,
2009,9,30,7.5,INDONESIA,-0.72,99.867,
2009,10,7,7.6,VANUATU,-13.006,166.51,
2010,1,3,6.6,SOLOMON ISLANDS,-8.743,157.477,
2010,1,3,7.1,SOLOMON ISLANDS,-8.799,157.346,
2010,1,5,6.8,SOLOMON ISLANDS,-9.019,157.551,
2010,1,12,7,HAITI,18.457,-72.533,
2010,2,26,7,JAPAN,25.93,128.425,
2010,2,27,8.8,CHILE,-36.122,-72.898,
2010,3,11,6.9,CHILE,-34.29,-71.891,
2010,4,6,7.8,INDONESIA,2.383,97.048,
2010,4,13,,COOK ISLANDS,-21.955,-157.92,
2010,4,13,,PERU,-9.282,-77.645,
2010,5,29,,USA TERRITORY,16.708,145.97,
2010,6,12,7.5,INDIA,7.881,91.936,
2010,8,10,7.2,VANUATU,-17.541,168.069,
2010,8,13,6.9,USA TERRITORY,12.484,141.476,
2010,10,25,7.8,INDONESIA,-3.487,100.082,
2010,12,21,7.4,JAPAN,26.901,143.698,
2010,12,25,7.3,VANUATU,-19.702,167.947,
2011,1,9,6.5,VANUATU,-19.157,168.311,
2011,2,11,6.8,CHILE,-36.474,-73.125,
2011,2,21,6.1,NEW ZEALAND,-43.583,172.68,
2011,3,9,7.5,JAPAN,38.435,142.842,
2011,3,11,9.1,JAPAN,38.297,142.372,
2011,4,7,7.1,JAPAN,38.276,141.588,
2011,6,24,7.3,USA,52.05,-171.836,
2011,6,27,,UK,50.5,-3,
2011,7,6,7.6,NEW ZEALAND,-29.539,-176.34,
2011,7,10,7,JAPAN,38.034,143.264,
2011,7,30,,NORWAY,59.05,6.64,
2011,8,6,,NORWAY,59.05,6.64,
2011,8,20,7.1,VANUATU,-18.365,168.143,
2011,8,20,7,VANUATU,-18.311,168.218,
2011,9,2,6.8,USA,52.171,-171.708,
2011,10,21,7.4,NEW ZEALAND,-28.993,-176.238,
2012,2,2,7,VANUATU,-17.827,167.133,
2012,3,14,6.9,JAPAN,40.887,144.944,
2012,3,20,7.4,MEXICO,16.493,-98.231,
2012,4,11,8.6,INDONESIA,2.327,93.063,
2012,4,11,8.2,INDONESIA,0.802,92.463,
2012,4,14,6.3,VANUATU,-18.972,168.741,
2012,7,15,,GREENLAND,69.2,-51.3,
2012,8,27,7.3,NICARAGUA,12.139,-88.59,
2012,8,31,7.6,PHILIPPINES,10.811,126.638,
2012,9,5,7.6,COSTA RICA,10.085,-85.315,
2012,10,28,7.7,CANADA,52.788,-132.101,
2012,11,7,7.3,GUATEMALA,13.988,-91.895,
2012,12,7,7.2,JAPAN,37.89,143.949,
2012,12,28,,CHINA,31.256,110.733,
2013,1,5,7.5,USA,55.393,-134.652,
2013,2,6,7.9,SOLOMON ISLANDS,-10.766,165.114,
2013,2,8,7,SOLOMON ISLANDS,-10.928,166.018,
2013,4,19,7.2,RUSSIA,46.221,150.788,
2013,6,13,,USA,,,
2013,7,21,6.5,NEW ZEALAND,-41.704,174.337,
2013,8,16,6.5,NEW ZEALAND,-41.767,174.061,
2013,9,24,,PAKISTAN,25.18,62.26,
2013,10,25,7.1,JAPAN,37.149,144.679,
2013,11,17,7.8,ANTARCTICA,-60.296,-46.362,
2014,3,16,6.7,CHILE,-19.925,-70.628,
2014,4,1,8.2,CHILE,-19.642,-70.817,
2014,4,3,7.6,CHILE,-20.4,-70.135,
2014,4,12,7.6,SOLOMON ISLANDS,-11.315,162.211,
2014,4,13,7.4,SOLOMON ISLANDS,-11.451,162.069,
2014,4,18,7.2,MEXICO,17.552,-100.816,
2014,4,19,7.5,PAPUA NEW GUINEA,-6.72,154.931,
2014,6,23,6.9,NEW ZEALAND,-30.118,-177.67,
2014,6,23,7.9,USA,51.797,178.76,
2014,7,11,6.5,JAPAN,37.04,142.425,
2014,7,25,6.1,USA,58.358,-137.13,
2014,10,9,7.1,CHILE,-32.115,-110.779,
2014,10,14,7.3,EL SALVADOR,12.526,-88.123,
2014,11,15,7.1,INDONESIA,1.928,126.54,
2015,2,16,6.7,JAPAN,39.83,142.89,
2015,2,19,6.4,VANUATU,-16.431,168.148,
2015,3,29,7.5,PAPUA NEW GUINEA,-4.76,152.556,
2015,5,2,5.7,JAPAN,31.594,140.167,
2015,5,5,7.5,PAPUA NEW GUINEA,-5.465,151.886,
2015,7,1,,SCOTLAND,,,
2015,7,10,6.7,SOLOMON ISLANDS,-9.303,158.396,
2015,7,18,7,SOLOMON ISLANDS,-10.444,165.172,
2015,7,27,6.9,USA,52.736,-169.446,
2015,9,16,8.3,CHILE,-31.573,-71.674,
2015,10,18,,USA,60.08,-141.3,
2015,11,11,6.9,CHILE,-29.439,-72.105,
2015,11,13,6.7,JAPAN,30.991,128.877,
2015,11,17,6.5,GREECE,38.755,20.552,
2016,3,2,7.8,INDONESIA,-4.908,94.275,
2016,4,16,7.8,ECUADOR,0.382,-79.922,
2016,4,28,7,VANUATU,-16.074,167.393,
2016,8,12,7.2,NEW CALEDONIA,-22.495,173.111,
2016,8,19,7.4,UK TERRITORY,-55.279,-31.874,
2016,9,1,7.1,NEW ZEALAND,-37.401,179.055,
2016,11,13,7.8,NEW ZEALAND,-42.757,173.077,
2016,11,21,6.9,JAPAN,37.392,141.403,
2016,11,24,7,NICARAGUA,11.96,-88.835,
2016,12,8,7.8,SOLOMON ISLANDS,-10.665,161.335,
2016,12,9,6.9,SOLOMON ISLANDS,-10.73,161.107,
2016,12,17,7.9,PAPUA NEW GUINEA,-4.509,153.45,
2016,12,25,7.6,CHILE,-43.416,-73.88,
2017,1,3,6.9,FIJI,-19.326,176.053,
2017,1,22,7.9,PAPUA NEW GUINEA,-6.214,55.122,
